Free,Leonardo Balerdi,DEF,26,ARG,68,69,88,38,70
Millwall,Japhet Tanganga,DEF,26,ENG,73,73,86,31,70
Valencia,Andre Almeida,MID,25,POR,79,83,78,29,70
Lille,Jonathan David,FWD,25,CAN,86,77,67,35,70
Blackburn,Joe Rankin-Costello,FWD,25,ENG,79,77,79,37,70
Udinese,Jurgen Ekkelenkamp,FWD,25,NED,84,76,69,39,70
West Ham,Andy Irving,FWD,25,SCO,82,80,75,30,70
Napoli,Giacomo Raspadori,FWD,25,ITA,86,78,61,38,70
Celta Vigo,Tasos Douvikas,FWD,25,GRE,85,74,67,37,70
Athletic Madrid,Samuel Lino,FWD,25,BRA,86,79,70,27,70
Athletic Madrid,Rodrigo Riquelme,FWD,25,ESP,81,80,77,29,70
Sunderland,Daniel Ballard,DEF,25,NIR,72,69,88,36,70
Atalanta,Raoul Bellanova,DEF,25,ITA,77,79,82,32,70
FC Heidenheim 1846,Lennard Maloney,DEF,25,USA,71,70,87,36,70
Bologna,Emil Holm,DEF,25,SWE,77,77,83,31,70
Sevilla,Loic Bade,DEF,25,FRA,74,73,87,31,70
Espanyol,Jose Gragera,DEF,25,ESP,76,76,85,30,70
VfB Stuttgart,Yannik Keitel,DEF,25,GER,72,76,85,31,70
FC Augsburg,Maximilian Bauer,DEF,25,GER,70,71,89,31,70
AFC Bournemouth,Max Aarons,DEF,25,ENG,71,76,83,36,70
Cagliari,Gabriele Zappa,DEF,25,ITA,78,75,83,30,70
Coventry City,Liam Kitching,DEF,25,ENG,73,72,89,26,70
Auxerre,Paul Joly,DEF,25,FRA,72,76,86,30,70
Rennes,Alidu Seidu,DEF,25,GHA,73,74,86,28,70
Holstein Kiel,Nicolai Remberg,DEF,25,GER,78,72,83,32,70
Parma,Adrian Bernabe,MID,24,ESP,79,83,76,31,70
Lille,Angel Gomes,MID,24,ENG,82,85,64,32,70
Real Sociedad,Sergio Gomez,MID,24,ESP,77,85,77,26,70
Bologna,Nicolò Cambiaghi,FWD,24,ITA,82,79,76,30,70
Rayo Vallecano,Sergio Camello,FWD,24,ESP,80,76,77,36,70
Bayer 04 Leverkusen,Jeremie Frimpong,FWD,24,NED,82,82,77,26,70
Auxerre,Sinaly Diomande,DEF,24,CIV,75,74,86,30,70
Bologna,Oussama El Azzouzi,DEF,24,MAR,75,76,84,31,70
AC Milan,Strahinja Pavlovic,DEF,24,SRB,72,68,88,34,70
FSV Mainz 05,Niklas Tauer,DEF,24,GER,72,74,85,34,70
Eintracht Frankfurt,Hrvoje Smolcic,DEF,24,CRO,71,73,87,32,70
Watford,Joao Ferreira,DEF,24,POR,72,75,86,30,70
Monza,Valentin Antov,DEF,24,BUL,69,70,87,35,70
SV Werder Bremen,Julian Malatini,DEF,24,ARG,73,74,87,28,70
Alaves,Antonio Blanco,DEF,24,ESP,73,74,85,31,70
FC Heidenheim 1846,Julian Niehues,DEF,24,GER,71,70,86,34,70
Leeds United,Jayden Bogle,DEF,24,ENG,74,78,83,30,70
Vilarreal,Logan Costa,DEF,24,CPV,70,72,85,34,70
Rennes,Fabian Rieder,MID,23,SUI,77,80,75,36,70
Sunderland,Pierre Ekwah,DEF,23,FRA,76,77,83,33,70
Marsiele,Quentin Merlin,DEF,23,FRA,78,82,83,27,70
Everton,Nathan Patterson,DEF,23,SCO,79,79,82,30,70
Sunderland,Trai Hume,DEF,23,NIR,71,76,88,27,70
Everton,Jarrad Branthwaite,DEF,23,ENG,74,72,83,38,70
Burnley,Han-Noah Massengo,DEF,23,FRA,71,79,85,30,70
Brentford,Sepp van den Berg,DEF,23,NED,71,73,86,32,70
Middlesbrough,Aidan Morris,DEF,23,USA,74,74,85,30,70
FC Heidenheim 1846,Luca Kerber,DEF,23,GER,76,76,81,34,70
SV Werder Bremen,Skelly Alvero,DEF,23,FRA,75,73,85,30,70
Vilarreal,Yeremy Pino,MID,22,ESP,81,83,72,33,70
Eintracht Frankfurt,Farès Chaibi,MID,22,ALG,81,82,75,29,70
Bologna,Giovanni Fabbian,FWD,22,ITA,80,72,79,36,70
Girona,Alejandro Frances,DEF,22,ESP,69,73,87,35,70
Free,Ibrahim Sulemana,DEF,22,GHA,73,72,87,29,70
Crystal Palace,Matheus França,FWD,21,BRA,80,80,79,33,70
Paris Saint-Germain,Beraldo,DEF,21,BRA,71,74,87,33,70
FC Bayern Munich,Aleksandar Pavlovic,DEF,21,GER,73,77,83,35,70
Real Madrid,Arda Guler,MID,20,TUR,83,85,68,30,70
Genoa,Alan Matturro,DEF,20,URU,77,78,86,24,70
Sunderland,Jobe Bellingham,FWD,19,ENG,80,77,79,32,70
Celta Vigo,Vince Jackson,DEF,18,GRE,63,72,81,53,70
Swindon Town,Alec Fletcher,GK,16,JPN,55,59,69,83,70
Milton Keynes Dons,Dean Lewington,DEF,41,ENG,66,73,88,30,69
Adelaide United,Javi Lopez,DEF,39,ESP,68,74,85,31,69
Blackburn,Kyle McFadzean,DEF,38,ENG,66,68,88,34,69
Rayo Vallecano,Oscar Trejo,MID,37,ARG,77,83,72,33,69
Atalanta,Rui PatrIcio,GK,37,POR,55,53,57,89,69
Las Palmas,Jaime Mata,FWD,36,ESP,84,74,67,38,69
SC Freiburg,Mathias Fetsch,FWD,36,GER,84,73,71,30,69
Bolton,Scott Arfield,DEF,36,CAN,76,75,81,33,69
Rayo Vallecano,Aridane Hernandez,DEF,36,ESP,70,68,86,34,69
Alaves,Kike GarcIa,FWD,35,ESP,83,72,68,36,69
Swansea,Joe Allen,DEF,35,WAL,70,78,82,33,69
Portsmouth,Matt Ritchie,DEF,35,SCO,77,77,81,27,69
Burnley,Vaclav Hladký,GK,34,CZE,51,62,65,84,69
Brest,Marco Bizot,GK,34,NED,56,58,56,87,69
SC Freiburg,Manuel Gulde,DEF,34,GER,67,70,88,34,69
St Etienne,Thomas Monconduit,DEF,34,FRA,78,74,81,32,69
Vilarreal,Kiko FemenIa,DEF,34,ESP,76,81,82,24,69
Holstein Kiel,Lewis Holtby,DEF,34,GER,72,80,82,29,69
Monza,Luca Caldirola,DEF,34,ITA,70,72,85,32,69
Crystal Palace,Nathaniel Clyne,DEF,34,ENG,64,73,89,28,69
Manchester United,Christian Eriksen,MID,33,DEN,80,84,62,35,69
Roma,Mathew Ryan,GK,33,AUS,51,61,59,86,69
Real Valladolid,Cesar De la Hoz,DEF,33,ESP,71,69,84,36,69
Alaves,Aleksandar Sedlar,DEF,33,SRB,72,72,85,30,69
West Ham,Alphonse Areola,GK,32,FRA,61,53,52,88,69
Real Mallorca,Johan Mojica,FWD,32,COL,81,81,79,25,69
VfL Hoffenheim,Marius Bulter,FWD,32,GER,84,74,71,34,69
Reims,Junya Ito,FWD,32,JPN,84,81,68,30,69
Angers,Lois Diony,FWD,32,FRA,86,73,69,32,69
Millwall,George Saville,DEF,32,NIR,72,73,85,32,69
Blackpool,Ollie Norburn,DEF,32,GRN,72,72,86,31,69
Coventry City,Jake Bidwell,DEF,32,ENG,70,71,85,34,69
Valencia,Dimitri Foulquier,DEF,32,GLP,75,73,84,29,69
Ipswich Town,Conor Townsend,DEF,32,ENG,71,77,84,28,69
Lille,Andre Gomes,MID,31,POR,75,80,77,32,69
Borussia Monchengladbach,Jonas Omlin,GK,31,SUI,52,58,59,87,69
Newcastle United,Miguel Almiron,FWD,31,PAR,79,77,79,32,69
Brest,Ludovic Ajorque,FWD,31,FRA,83,73,70,38,69
Parma,Hernâni,FWD,31,BRA,79,78,75,32,69
Angers,Adrien Hunou,FWD,31,FRA,79,77,75,32,69
Brest,Jordan Amavi,DEF,31,FRA,74,77,81,34,69
Nice,Ali Abdi,DEF,31,TUN,75,78,85,24,69
Montpellier,Issiaga Sylla,DEF,31,GUI,77,72,85,28,69
FSV Mainz 05,Danny da Costa,DEF,31,GER,75,75,84,27,69
Torino,Guillermo Maripan,DEF,31,CHI,68,65,89,34,69
Parma,Gianluca Di Chiara,DEF,31,ITA,71,77,83,27,69
Como,Federico Barba,DEF,31,ITA,71,74,84,30,69
Real Sociedad,alex Remiro,GK,30,ESP,54,63,57,85,69
AC Milan,Divock Origi,FWD,30,BEL,86,77,66,31,69
Cardiff City,Anwar El Ghazi,FWD,30,NED,85,78,68,30,69
FC Augsburg,Steve Mounie,FWD,30,BEN,84,72,74,31,69
AFC Bournemouth,Joe Rothwell,FWD,30,ENG,81,79,75,27,69
Rayo Vallecano,Raul De Tomas,FWD,30,ESP,88,77,62,28,69
St Etienne,Anthony Briançon,DEF,30,FRA,71,73,86,30,69
Verona,Paweł Dawidowicz,DEF,30,POL,70,68,89,31,69
Udinese,Jesper Karlstrom,DEF,30,SWE,74,77,83,30,69
Verona,Ondrej Duda,DEF,30,SVK,78,79,82,25,69
Holstein Kiel,Marvin Schulz,DEF,30,GER,71,74,87,27,69
Cagliari,Tommaso Augello,DEF,30,ITA,75,79,81,28,69
Swansea,Kristian Pedersen,DEF,30,DEN,72,71,84,33,69
Eintracht Frankfurt,Mahmoud Dahoud,MID,29,GER,76,81,81,27,69
Free,Glen Kamara,MID,29,FIN,73,82,79,27,69
Venezia,Domen crnigoj,FWD,29,SVN,81,75,79,32,69
Borussia Monchengladbach,Tim Kleindienst,FWD,29,GER,84,71,71,36,69
FC Union Berlin,Robert Skov,FWD,29,DEN,81,79,75,29,69
Luton Town,Carlton Morris,FWD,29,ENG,83,72,70,36,69
FC Union Berlin,Jordan,FWD,29,USA,82,73,68,38,69
Hull City,Lewie Coyle,DEF,29,ENG,75,79,84,26,69
VfL Hoffenheim,Diadie Samassekou,DEF,29,MLI,71,74,87,28,69
Parma,Nahuel Estevez,DEF,29,ARG,78,77,81,28,69
Verona,Giangiacomo Magnani,DEF,29,ITA,69,69,86,36,69
Cagliari,Alessandro Deiola,DEF,29,ITA,77,74,83,29,69
FC Union Berlin,Josip Juranovic,DEF,29,CRO,75,79,79,31,69
Alaves,Nikola Maras,DEF,29,SRB,69,70,86,33,69
Empoli,Petar Stojanovic,DEF,29,SVN,75,74,84,26,69
Nottingham Forest,Harry Toffolo,DEF,29,ENG,76,76,81,29,69
Real Valladolid,Kike,MID,28,ESP,79,80,75,30,69
Bologna,Michel Aebischer,MID,28,SUI,76,78,77,35,69
Marsiele,Amine Harit,MID,28,MAR,80,83,70,28,69
Crystal Palace,Dean Henderson,GK,28,ENG,53,55,56,89,69
Brentford,Yoane Wissa,FWD,28,COD,85,80,69,29,69
Brest,Mathias Pereira Lage,FWD,28,POR,82,79,73,32,69
Fiorentina,Albert Guðmundsson,FWD,28,ISL,87,84,64,25,69
Southampton,Joe Aribo,FWD,28,NGA,83,77,69,33,69
AFC Bournemouth,Enes unal,FWD,28,TUR,86,71,63,37,69
Empoli,Ardian Ismajli,DEF,28,ALB,71,70,86,32,69
Fulham,Issa Diop,DEF,28,FRA,74,65,86,36,69
Bristol City,Joe Williams,DEF,28,ENG,67,72,89,28,69
Cagliari,Mateusz Wieteska,DEF,28,POL,72,73,85,30,69
Cagliari,Pantelis Hatzidiakos,DEF,28,GRE,71,72,84,33,69
Verona,Grigoris Kastanos,MID,27,CYP,79,80,75,32,69
Udinese,Sandi Lovric,FWD,27,SVN,80,78,79,31,69
SC Freiburg,Ritsu Doan,FWD,27,JPN,81,79,75,30,69
Verona,Abdou Harroui,FWD,27,MAR,79,74,79,34,69
VfL Wolfsburg,Ridle Baku,FWD,27,GER,81,77,77,28,69
VfB Stuttgart,Chris Fuhrich,FWD,27,GER,83,79,69,30,69
Leganes,oscar,FWD,27,ESP,83,77,64,35,69
Real Mallorca,Antonio Sanchez,DEF,27,ESP,75,72,84,34,69
Queens Park Rangers,Sam Field,DEF,27,ENG,75,77,83,30,69
Brest,Mahdi Camara,DEF,27,FRA,76,75,82,32,69
Auxerre,Elisha Owusu,DEF,27,GHA,71,72,87,29,69
Leicester City,James Justin,DEF,27,ENG,70,75,85,30,69
Southampton,James Bree,DEF,27,ENG,70,74,85,30,69
FSV Mainz 05,Maxim Leitsch,DEF,27,GER,69,71,87,30,69
Leicester City,Hamza Choudhury,DEF,27,ENG,71,74,84,29,69
Watford,Imrân Louza,MID,26,MAR,76,81,80,30,69
FC Augsburg,Arne Maier,MID,26,GER,77,80,80,26,69
Blackburn,Arnor Sigurðsson,FWD,26,ISL,81,79,70,34,69
Ipswich Town,George Hirst,FWD,26,ENG,82,71,78,31,69
Vilarreal,Pape Gueye,DEF,26,SEN,76,76,85,24,69
Las Palmas,Enrique Clemente,DEF,26,ESP,69,77,84,32,69
Free,Federico Gattoni,DEF,26,ARG,73,71,86,30,69
Genoa,Alessandro Vogliacco,DEF,26,ITA,71,71,85,35,69
Wolves,Toti,DEF,26,POR,67,73,87,30,69
Como,Alberto Dossena,DEF,26,ITA,70,66,86,36,69
Cagliari,Nadir Zortea,DEF,26,ITA,77,76,81,29,69
Wolves,Santiago Bueno,DEF,26,URU,70,68,86,34,69
Udinese,Enzo Ebosse,DEF,26,CMR,69,75,87,26,69
FSV Mainz 05,Hong Hyun-Seok,DEF,26,KOR,75,75,82,30,69
Swansea,Josh Tymon,DEF,26,ENG,75,78,81,28,69
Sheffield United,Rhys Norrington-Davies,DEF,26,WAL,71,77,84,28,69
Ipswich Town,Dara O'Shea,DEF,26,IRL,71,67,87,32,69
Roma,Enzo Le Fee,MID,25,FRA,76,82,75,30,69
Girona,Abel Ruiz,FWD,25,ESP,86,78,64,32,69
Verona,Casper Tengstedt,FWD,25,DEN,85,77,67,33,69
Atalanta,Marco Brescianini,FWD,25,ITA,82,74,81,27,69
Sheffield United,Rhian Brewster,FWD,25,ENG,85,75,69,31,69
Lazio,Andre Anderson,FWD,25,BRA,85,77,70,29,69
Tottenham,Manor Solomon,FWD,25,ISR,82,80,70,32,69
Fiorentina,Moise Kean,FWD,25,ITA,88,74,63,31,69
Cardiff City,David Turnbull,FWD,25,SCO,79,78,73,34,69
Sevilla,Isaac Romero,FWD,25,ESP,84,74,67,35,69
Bayer 04 Leverkusen,Amine Adli,FWD,25,MAR,84,77,67,30,69
Athletic Bilbao,Aitor Paredes,DEF,25,ESP,70,75,87,29,69
Juventus,Hans Nicolussi Caviglia,DEF,25,ITA,77,79,80,29,69
VfL Wolfsburg,Bartol Franjic,DEF,25,CRO,71,73,85,31,69
FC Heidenheim 1846,Tim Siersleben,DEF,25,GER,67,71,89,30,69
Lille,Alexsandro Ribeiro,DEF,25,BRA,72,67,85,34,69
Stoke City,Wouter Burger,FWD,24,NED,80,77,78,33,69
Nottingham Forest,Neco Williams,FWD,24,WAL,81,79,81,24,69
VfL Wolfsburg,Patrick Wimmer,FWD,24,AUT,81,79,76,29,69
Eintracht Frankfurt,Niels Nkounkou,FWD,24,FRA,81,77,77,28,69
Las Palmas,Enzo Loiodice,DEF,24,FRA,71,80,83,31,69
Real Valladolid,Cenk ozkacar,DEF,24,TUR,70,70,87,33,69
Strasbourg,Marvin Senaya,DEF,24,FRA,73,76,84,31,69
RC Lens,Neil El Aynaoui,DEF,24,MAR,74,78,83,29,69
Norwich City,Jose Cordoba,DEF,24,PAN,74,71,85,30,69
Monza,Andrea Carboni,DEF,24,ITA,70,71,85,33,69
Real Madrid,Pablo Ramon,DEF,24,ESP,74,76,85,24,69
Leicester City,Luke Thomas,DEF,24,ENG,74,74,81,33,69
Vilarreal,alex Baena,FWD,23,ESP,84,82,74,23,69
Marsiele,Ismael Kone,FWD,23,CAN,78,76,77,33,69
Sevilla,Lucien Agoume,DEF,23,FRA,76,76,82,31,69
Como,Ignace Van Der Brempt,DEF,23,BEL,74,77,84,29,69
AFC Bournemouth,Julian Araujo,DEF,23,MEX,72,76,84,30,69
Monaco,Eliot Matazo,DEF,23,BEL,76,76,84,27,69
Alaves,Santiago Mourino,DEF,23,URU,71,71,87,31,69
SC Freiburg,Jordy Makengo,DEF,23,FRA,73,77,85,27,69
Napoli,Rafa MarIn,DEF,23,ESP,72,68,85,36,69
Bristol City,Taylor Gardner-Hickman,DEF,23,ENG,77,75,85,23,69
Holstein Kiel,Armin Gigovic,DEF,23,SWE,74,77,82,30,69
Inter Milan,Kristjan Asllani,DEF,23,ALB,77,79,79,31,69
Lyon,Oliver Zanden,DEF,23,SWE,72,76,84,29,69
Sunderland,Dan Neil,DEF,23,ENG,73,78,82,29,69
VfB Stuttgart,Enzo Millot,MID,22,FRA,79,82,75,29,69
Borussia Dortmund,Giovanni Reyna,FWD,22,USA,83,81,70,30,69
Nottingham Forest,Elliot Anderson,FWD,22,SCO,80,77,77,28,69
Paris Saint-Germain,Bradley Barcola,FWD,22,FRA,83,78,64,35,69
Strasbourg,Sekou Mara,FWD,22,FRA,83,74,68,36,69
Empoli,Jacopo Fazzini,DEF,22,ITA,74,78,83,29,69
AFC Bournemouth,Illia Zabarnyi,DEF,22,UKR,67,67,86,40,69
Cagliari,Adam Obert,DEF,22,SVK,70,74,86,31,69
Valencia,Jesus Vazquez,DEF,22,ESP,75,77,81,30,69
Sunderland,Timothee Pembele,DEF,22,FRA,77,77,81,29,69
Osasuna,Iker Munoz,DEF,22,ESP,76,78,80,30,69
Fiorentina,Gino Infantino,DEF,22,ARG,80,78,81,24,69
Strasbourg,Junior Mwanga,DEF,22,FRA,64,70,90,30,69
Strasbourg,Abakar Sylla,DEF,22,CIV,79,71,84,25,69
Crystal Palace,Adam Wharton,MID,21,ENG,76,83,74,26,69
Monza,Warren Bondo,DEF,21,FRA,78,74,83,29,69
Eintracht Frankfurt,Hugo Larsson,DEF,21,SWE,78,77,79,34,69
Monaco,Lamine Camara,DEF,21,SEN,77,78,80,29,69
Sevilla,Juanlu,DEF,21,ESP,76,76,81,31,69
Brighton,Evan Ferguson,FWD,20,IRL,87,69,65,36,69
Manchester United,Kobbie Mainoo,DEF,20,ENG,77,79,79,32,69
Valencia,Yarek Gąsiorowski,DEF,20,ESP,73,75,83,31,69
RB Leipzig,El Chadaille Bitshiabu,DEF,20,FRA,70,73,86,29,69
FC Union Berlin,Tom Rothe,DEF,20,GER,74,78,81,29,69
Tottenham,Trent Walker,GK,16,CPV,60,36,44,90,69
Angers,Pierrick Capelle,DEF,38,FRA,77,75,79,29,68
FC Heidenheim 1846,Norman Theuerkauf,DEF,38,GER,65,73,86,31,68
Monza,Milan Đuric,FWD,35,BIH,82,65,67,45,68
Norwich City,Ashley Barnes,FWD,35,ENG,79,71,77,33,68
Angers,Florent Hanin,DEF,35,FRA,72,77,80,29,68
Rayo Vallecano,Sergi Guardiola,FWD,34,ESP,85,73,58,38,68
Derby County,James Collins,DEF,34,IRL,78,68,81,33,68
Portsmouth,Marlon Pack,DEF,34,ENG,71,73,83,29,68
AFC Bournemouth,Adam Smith,DEF,34,ENG,71,75,83,29,68
Udinese,Christian Kabasele,DEF,34,BEL,78,68,81,30,68
Espanyol,Fernando Pacheco,GK,33,ESP,52,57,52,89,68
Nantes,Florent Mollet,FWD,33,FRA,80,80,72,26,68
St Etienne,Dennis Appiah,DEF,33,FRA,70,76,83,30,68
Angers,Joseph Lopy,DEF,33,SEN,74,73,82,30,68
Manchester City,Stefan Ortega,GK,32,GER,53,60,54,87,68
VfL Bochum 1848,Philipp Hofmann,FWD,32,GER,82,70,68,39,68
Real Mallorca,Abdon Prats,FWD,32,ESP,84,73,66,32,68
FC Union Berlin,Jerôme Roussillon,DEF,32,GLP,75,78,81,27,68
Leganes,Matija Nastasic,DEF,32,SRB,65,67,87,36,68
VfL Bochum 1848,Ivan Ordets,DEF,32,UKR,68,66,86,35,68
Crystal Palace,Jeffrey Schlupp,DEF,32,GHA,79,74,79,28,68
SV Werder Bremen,Mitchell Weiser,MID,31,GER,76,80,78,25,68
West Brom,Jed Wallace,FWD,31,ENG,83,81,64,28,68
VfL Hoffenheim,Haris Tabakovic,FWD,31,BIH,83,69,64,41,68
Monza,Mattia Valoti,FWD,31,ITA,81,76,71,29,68
Wellington Phoenix,Tim Payne,DEF,31,NZL,70,76,85,26,68
Blackpool,James Husband,DEF,31,ENG,66,74,85,30,68
Queens Park Rangers,Morgan Fox,DEF,31,WAL,69,72,85,29,68
Angers,Jordan Lefort,DEF,31,FRA,72,72,82,31,68
Celta Vigo,Franco Cervi,DEF,31,ARG,74,77,82,25,68
Auxerre,Theo Pellenard,DEF,31,FRA,69,76,84,27,68
Perth Glory,Brandon O'Neill,DEF,31,AUS,64,72,85,33,68
Cardiff City,Dimitris Goutas,DEF,31,GRE,66,64,86,35,68
Las Palmas,Adnan Januzaj,MID,30,BEL,82,83,65,26,68
Lecce,Wladimiro Falcone,GK,30,ITA,57,60,60,81,68
FC Augsburg,Marius Wolf,FWD,30,GER,79,79,79,26,68
Queens Park Rangers,Michael Frey,FWD,30,SUI,81,69,74,36,68
Parma,Wylan Cyprien,FWD,30,FRA,79,76,74,30,68
Verona,Thomas Henry,FWD,30,FRA,84,70,64,37,68
Osasuna,Nacho Vidal,DEF,30,ESP,72,75,82,30,68
FC Heidenheim 1846,Marnon Busch,DEF,30,GER,73,76,83,28,68
Real Valladolid,Luis Perez,DEF,30,ESP,69,73,86,28,68
Derby County,Ben Osborn,DEF,30,ENG,73,76,81,31,68
Strasbourg,Eduard Sobol,DEF,30,UKR,73,75,83,27,68
Stevenage,Louis Thompson,DEF,30,WAL,71,70,86,28,68
Leganes,Dani Raba,MID,29,ESP,74,80,75,30,68
Wolves,Hwang Hee-Chan,FWD,29,KOR,84,74,70,30,68
Las Palmas,Oli McBurnie,FWD,29,SCO,81,72,70,37,68
Port Vale,George Byers,FWD,29,SCO,78,77,77,31,68
Torino,Antonio Sanabria,FWD,29,PAR,87,73,60,34,68
VfL Bochum 1848,Matus Bero,FWD,29,SVK,79,74,77,32,68
SC Freiburg,Daniel-Kofi Kyereh,FWD,29,GHA,82,78,68,28,68
Burnley,Connor Roberts,DEF,29,WAL,72,75,83,29,68
Sydney FC,Leo Sena,DEF,29,BRA,71,77,83,27,68
VfL Bochum 1848,Maximilian Wittek,DEF,29,GER,77,79,80,25,68
Cagliari,Marko Rog,DEF,29,CRO,74,76,80,29,68
Wellington Phoenix,Alex Rufer,DEF,29,NZL,73,74,82,28,68
Norwich City,Jack Stacey,DEF,29,ENG,75,73,81,30,68
Aston Villa,Kortney Hause,DEF,29,ENG,70,70,86,28,68
FC Heidenheim 1846,Jonas Fohrenbach,DEF,29,GER,70,75,82,29,68
Ipswich Town,Cameron Burgess,DEF,29,AUS,67,66,84,37,68
Le Havre,Christopher Operi,MID,28,FRA,73,80,80,28,68
Millwall,Casper De Norre,MID,28,BEL,70,81,80,30,68
Como,Gabriel Strefezza,MID,28,BRA,79,81,73,25,68
Torino,Vanja Milinkovic-Savic,GK,28,SRB,63,50,49,89,68
Lazio,Boulaye Dia,FWD,28,SEN,87,77,55,38,68
Wolves,Gonçalo Guedes,FWD,28,POR,86,78,67,24,68
Valencia,Sergi Canos,FWD,28,ESP,80,79,72,30,68
Sevilla,Rafa Mir,FWD,28,ESP,86,71,64,33,68
Ipswich Town,Conor Chaplin,FWD,28,ENG,85,72,64,32,68
Cardiff City,Andy Rinomhota,DEF,28,ZIM,73,71,85,28,68
Luton Town,Reece Burke,DEF,28,ENG,69,69,86,31,68
Free,Nathaniel Phillips,DEF,28,ENG,68,68,88,30,68
Birmingham,Tomoki Iwata,DEF,28,JPN,71,68,84,34,68
Reims,Aurelio Buta,DEF,28,POR,74,77,81,29,68
Auxerre,Rayan Raveloson,DEF,28,MAD,76,75,80,29,68
Holstein Kiel,Timo Becker,DEF,28,GER,74,72,83,28,68
Stoke City,Jordan Thompson,DEF,28,NIR,75,77,81,25,68
Wigan Athletic,Jason Kerr,DEF,28,SCO,70,68,85,31,68
Birmingham,Paik Seung-Ho,DEF,28,KOR,76,78,79,26,68
Lyon,Niklas Schmidt,MID,27,GER,78,80,77,27,68
Blackburn,Todd Cantwell,MID,27,ENG,78,82,65,32,68
FSV Mainz 05,Aymen Barkok,MID,27,MAR,77,80,76,26,68
Strasbourg,Jessy Deminguet,MID,27,FRA,75,81,72,30,68
Monaco,Philipp Kohn,GK,27,SUI,57,59,64,81,68
Rayo Vallecano,Pedro DIaz,FWD,27,ESP,80,78,79,24,68
FSV Mainz 05,Marco Richter,FWD,27,GER,81,77,73,29,68
Wolves,Jean-Ricner Bellegarde,FWD,27,FRA,80,80,72,28,68
St Etienne,Lamine Fomba,FWD,27,FRA,79,74,77,31,68
Fiorentina,Christian Kouame,FWD,27,CIV,85,72,62,34,68
Crystal Palace,Odsonne Edouard,FWD,27,FRA,84,73,68,31,68
Leicester City,Stephy Mavididi,FWD,27,ENG,87,74,61,29,68
Espanyol,Walid Cheddira,FWD,27,MAR,81,74,71,32,68
Nottingham Forest,Taiwo Awoniyi,FWD,27,NGA,89,73,58,29,68
Bristol City,Mark Sykes,FWD,27,IRL,78,76,74,33,68
Empoli,Szymon Żurkowski,FWD,27,POL,80,73,78,28,68
VfL Bochum 1848,Dani de Wit,FWD,27,NED,79,68,75,39,68
Eintracht Frankfurt,Jerôme Onguene,DEF,27,CMR,69,68,86,33,68
Ipswich Town,Axel Tuanzebe,DEF,27,ENG,66,69,86,35,68
Real Mallorca,Toni Lato,DEF,27,ESP,73,77,82,26,68
Nottingham Forest,Omar Richards,DEF,27,ENG,72,77,83,26,68
Lincoln City,Lewis Montsma,DEF,27,NED,74,75,80,31,68
Middlesbrough,Dael Fry,DEF,27,ENG,71,69,85,31,68
Blackburn,Scott Wharton,DEF,27,ENG,70,70,85,29,68
Hull City,Marvin Mehlem,DEF,27,GER,75,78,79,28,68
Eintracht Frankfurt,Omar Marmoush,FWD,26,EGY,85,75,66,32,68
Udinese,MartIn Payero,FWD,26,ARG,80,77,77,27,68
Celta Vigo,Tadeo Allende,FWD,26,ARG,87,70,65,31,68
West Brom,Josh Maja,FWD,26,NGA,83,74,72,28,68
Bologna,Jens Odgaard,FWD,26,DEN,87,74,61,31,68
Parma,Dennis Man,FWD,26,ROU,84,75,62,34,68
Borussia Dortmund,Donyell Malen,FWD,26,NED,85,76,62,30,68
Crystal Palace,Eddie Nketiah,FWD,26,ENG,87,73,57,35,68
Inter Milan,Tajon Buchanan,FWD,26,CAN,81,77,76,25,68
SC Freiburg,Florent Muslija,FWD,26,KOS,81,79,70,27,68
Middlesbrough,Marcus Forss,FWD,26,FIN,83,74,67,32,68
Udinese,Oier Zarraga,DEF,26,ESP,79,76,79,29,68
Genoa,Filippo Melegoni,DEF,26,ITA,77,76,78,33,68
Valencia,Thierry Rendall Correia,DEF,26,POR,77,78,79,27,68
FC Augsburg,Reece Oxford,DEF,26,ENG,68,70,86,30,68
Blackburn,Harry Pickering,DEF,26,ENG,72,74,82,30,68
Auxerre,Gideon Mensah,DEF,26,GHA,72,76,81,28,68
Nottingham Forest,Lewis O'Brien,DEF,26,ENG,74,74,81,29,68
West Brom,Gianluca Frabotta,DEF,26,ITA,74,73,82,28,68
Sheffield Wednesday,Yan Valery,DEF,26,TUN,72,76,84,22,68
Norwich City,Marcelino Nunez,MID,25,CHI,78,81,69,32,68
Osasuna,Javi MartInez,MID,25,ESP,77,79,74,32,68
Southampton,Will Smallbone,MID,25,IRL,74,79,73,32,68
Bayer 04 Leverkusen,Matěj Kovař,GK,25,CZE,55,58,56,86,68
FC Heidenheim 1846,Marvin Pieringer,FWD,25,GER,81,73,70,37,68
Genoa,Manolo Portanova,FWD,25,ITA,80,77,77,28,68
Free,Noah Okafor,FWD,25,SUI,86,77,64,28,68
Free,Nuno Tavares,FWD,25,POR,80,79,79,23,68
Lecce,Nikola Krstovic,FWD,25,MNE,83,70,69,33,68
Juventus,Timothy Weah,FWD,25,USA,83,76,72,27,68
Free,Reiss Nelson,FWD,25,ENG,84,79,62,29,68
Wolves,Chiquinho,FWD,25,POR,83,79,70,25,68
Everton,Jesper Lindstrom,FWD,25,DEN,81,78,72,27,68
